drop dead,"# 1 to die suddenly and unexpectedly
# 2 used to tell somebody, to stop annoying you.
- He told his mom to drop dead."
enough is enough,"# ( saying ) used when you think that something should not continue any longer.
- One day his mother decided enough was enough. She got into her cat and drove away."
silly,"# showing a lack of thought, understanding or judgment. Synonym: foolish.
- A silly idea.
- That was a silly thing to do.
- We talk about our brothers. They are so silly."
surround ,"# To be all around something / somebody.
- Tall trees surround the lake.
- The lake is surrounded by / with trees.
- A librarian works in a library. A librarian is surround by books."
arithmetic,"# the type of mathematic that deals with the adding, multiplying, etc of  numbers.
- He is not very good at arithmetic.
- She helps me with history. I help her with arithmetic."
"become ,e ","# becomes,   became,   become,   becoming.
- He retired from the army and became a teacher. "
,
Lesson 22,# From 122 to 125
,
woodpecker ,"# a bird with a long beak that is used to make holes in trees when it is looking for insect to eat.
- A woodpecker is a bird. It is red, white, and black. It has a long sharp beak."
beak,# a hard pointed or curved outer part of a bird's mouth. Synonym: bill. Bill 6 { of bird }
peck,"# to move the beak forward quickly and hit or bite something. 
- Hens pecked around in the yard."
hatch ,"# ( of a young bird, fish, insect ) to come out of an egg.
- Ten chicks hatched (out) this morning. 
- Chick: a baby bird, especially a baby chicken. 
# to break open so that a young bird, fish, insect, etc can come out.
- The eggs are about to hatch.
- How long do the eggs take to hatch?"
aspirin,"# a drug used to reduce pain. 
- Take two aspirin (s) for a headache. 
- They hit their beaks against a tree truck all day long. But you never see a woodpecker take aspirin. "
kite,"# a toy make of a light frame covered with paper, clothes, etc that you fly in the air at the end of one or more long string.
- To fly a kite.
- Bobby climbed into a tree. His kite was in the tree."
wrestle ,"# ( w and t has no pronunciation ( r e s l e )) 1. to fight somebody by holding them and trying to throw or force them to the ground, sometime as a sport.
- As a boy he had boxed and wrestled. 
- Bobby punched Billy in the stomach. Billy punched Bobby in the stomach. They put their arms around each other. They wrestled on the ground."
"send ,e","# sends,   sent,   sent,    sending.
- ""What are you two doing?"" she asked. His mother separated them. She said, ""You should not hit each other. That is not nice. Wait till your father get home."" She sent them to their rooms."
couch ,"# a long comfortable seat for two or more people to sit on. Synonym: sofa, settee"
coach,# a person who trains a person or team  in sports. 
twin ,# one of the two children born at the same time to the same mother.
fellow,"# used to describe somebody who is the same as you in some way or in the same situation. 
- My fellow passengers on the train. 
- Violets are blue, the sun is yellow. Girls want to marry is rich, handsome fellow."
mansion ,"# a large impressive house
- An 18th century country mansion. 
- Violets are blue, tires are black. You have a mansion, I have a shack. "
shack,"# a small building usually made of wood or metal, that has not been built well."
